id,EdadNÚMEROCONCRETO,Género,Niveldeestudios,Creenciasreligiosas,Quéedadconsideraslamejorpa,Cuántoshijostegustaríatener,Aborto,fecundacioninvitro,adopcion,gestacionsubrogada,notendriahijos,FamiliaMONOparental,FamiliaHOMOsexual,Divorciados,Recurriraldivorcio,Matrimonio_hijos,Hijodetupareja,SituviesesunhijoQuétipode,GENERO2,NIVEL_ESTUDIOS2,CREENCIAS_RELIGIOSAS2,INVITRO2,ADOPCION2,GESTACION_SUBROGADA2,NO_TENDRÍA_HIJOS2,SI_TUVIESES_UN_HIJO_QUÉ_TIPO_DE,Edadclases,EDADV2
554,18,Mujer,Estudios Universitarios,Agnóstico,27,4,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,si,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
555,28,Mujer,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,25-30,25-35
556,18,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,16-20,15-25
557,41,Hombre,Estudios secundarios,Creyente,25,3,no,Segunda opción,Primera opción,Tercera opción, ,si,si,si,si,no,si,Única,Hombre,Estudios secundarios,Creyente,Segunda opción,Primera opción,Tercera opción,5,Única,40-50,35-45
558,47,Hombre,Estudios Universitarios,Creyente,30,3,si,Primera opción,Tercera opción,Segunda opción, ,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,5,Compartida,40-50,45-55
559,29,Mujer,Estudios Universitarios,Agnóstico,30,3,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,no,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,25-30,25-35
560,39,Mujer,Estudios Universitarios,Creyente,30,3,no,Segunda opción,Primera opción, ,Tercera opción,,si,no,no,no,si,Única,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Única,30-40,35-45
561,49,Hombre,Estudios Universitarios,Creyente,29,2,no,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,45-55
562,48,Mujer,Estudios Universitarios,Agnóstico,35,3,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,45-55
563,45,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción, , ,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,5,Única,40-50,45-55
564,27,Hombre,Estudios Universitarios,Ateo,30,3,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,5,Compartida,25-30,25-35
565,44,Mujer,Estudios Universitarios,Creyente,30,3,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Única,40-50,35-45
566,38,Mujer,Estudios de Formación Profesional,Creyente,30,2,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,30-40,35-45
567,46,Hombre,Estudios de Formación Profesional,Ateo,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,45-55
568,39,Mujer,Estudios de Formación Profesional,Creyente,32,1,si,Primera opción,Tercera opción,Cuarta opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Tercera opción,Cuarta opción,5,Compartida,30-40,35-45
569,16,Mujer,Estudios secundarios,Ateo,35,0,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,,15-25
570,52,Mujer,Estudios Universitarios,Creyente,28,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,50-65,45-55
571,48,Hombre,Estudios Universitarios,Ateo,25,3,si,Tercera opción,Segunda opción,Cuarta opción,Primera opción,si,si,si,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Tercera opción,Segunda opción,Cuarta opción,Primera opción,Compartida,40-50,45-55
572,19,Mujer,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,si,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
573,40,Mujer,Estudios de Formación Profesional,Ateo,27,0,si, ,Primera opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Ateo,5,Primera opción,5,Primera opción,Compartida,40-50,35-45
574,42,Mujer,Estudios de Formación Profesional,Creyente,30,2,si,Primera opción,Tercera opción, ,Segunda opción,si,si,no,si,no,no,Única,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Tercera opción,5,Segunda opción,Única,40-50,35-45
575,16,Mujer,Estudios secundarios,Creyente,28,3,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
576,19,Mujer,Estudios Universitarios,Creyente,28,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
577,51,Mujer,Estudios secundarios,Ateo,30,3,si,Tercera opción,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Tercera opción,Segunda opción,5,Primera opción,Compartida,50-65,45-55
578,34,Mujer,Estudios de Formación Profesional,Ateo,32,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Única,Mujer,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,Tercera opción,5,Única,30-40,25-35
579,50,Mujer,Estudios secundarios,Creyente,30,4,si,Segunda opción, ,Primera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,5,Primera opción,5,Compartida,50-65,45-55
580,62,Mujer,Estudios Universitarios,Creyente,26,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,50-65,55-65
581,59,Mujer,Estudios de Formación Profesional,Agnóstico,35,3,si,Tercera opción,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Agnóstico,Tercera opción,Segunda opción,5,Primera opción,Compartida,50-65,55-65
582,18,Hombre,Estudios Universitarios,Creyente,30,3,no,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Única,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Única,16-20,15-25
583,58,Mujer,Estudios de Formación Profesional,Creyente,25,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,50-65,55-65
584,40,Mujer,Estudios Universitarios,Creyente,33,2,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,si,si,no,no,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Única,40-50,35-45
585,39,Hombre,Estudios Universitarios,Agnóstico,25,1,si, ,Primera opción, , ,si,si,no,no,no,no,Única,Hombre,Estudios Universitarios,Agnóstico,5,Primera opción,5,5,Única,30-40,35-45
586,68,Hombre,Estudios de Formación Profesional,Agnóstico,24,2,si, ,Primera opción, , ,si,si,no,no,no,si,Compartida,Hombre,Estudios de Formación Profesional,Agnóstico,5,Primera opción,5,5,Compartida,65-85,65-75
587,47,Mujer,Estudios Universitarios,Creyente,26,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Única,40-50,45-55
588,17,Mujer,Estudios Universitarios,Creyente,32,2,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
589,41,Mujer,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,35-45
590,15,Hombre,Estudios secundarios,Ateo,30,,si,Segunda opción,Primera opción,Tercera opción, ,,no,no,no,no,no,Única,Hombre,Estudios secundarios,Ateo,Segunda opción,Primera opción,Tercera opción,5,Única,,15-25
591,46,Mujer,Estudios Universitarios,Creyente,33,0,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Única,40-50,45-55
592,54,Mujer,Estudios secundarios,Agnóstico,28,3,si,Primera opción,Tercera opción,Segunda opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,Tercera opción,Segunda opción,5,Compartida,50-65,45-55
593,37,Mujer,Estudios Universitarios,Creyente,35,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,si,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,30-40,35-45
594,41,Hombre,Estudios primarios,Ateo,25,4,si, ,Primera opción, , ,si,si,no,si,no,si,Compartida,Hombre,Estudios primarios,Ateo,5,Primera opción,5,5,Compartida,40-50,35-45
595,48,Mujer,Estudios secundarios,Creyente,30,2,no,Segunda opción,Primera opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,Tercera opción,5,Compartida,40-50,45-55
596,56,Hombre,Estudios secundarios,Agnóstico,30,3,si, , , ,Primera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Agnóstico,5,5,5,Primera opción,Compartida,50-65,55-65
597,18,Mujer,Estudios secundarios,Agnóstico,28,0,si,Tercera opción,Segunda opción,Cuarta opción,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Agnóstico,Tercera opción,Segunda opción,Cuarta opción,Primera opción,Compartida,16-20,15-25
598,18,Mujer,Estudios Universitarios,Ateo,32,1,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,5,Compartida,16-20,15-25
599,18,Hombre,Estudios de Formación Profesional,Ateo,30,1,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Hombre,Estudios de Formación Profesional,Ateo,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
600,51,Mujer,Estudios secundarios,Ateo,30,1,si,Primera opción,Segunda opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,5,5,Compartida,50-65,45-55
601,19,Mujer,Estudios Universitarios,Ateo,27,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
602,18,Mujer,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,5,Compartida,16-20,15-25
603,19,Mujer,Estudios Universitarios,Agnóstico,30,3,si,Tercera opción,Primera opción,Segunda opción,Cuarta opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Tercera opción,Primera opción,Segunda opción,Cuarta opción,Compartida,16-20,15-25
604,18,Mujer,Estudios secundarios,Ateo,30,3,no,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,si,si,no,no,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
605,18,Mujer,Estudios secundarios,Ateo,30,2,si,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
606,50,Mujer,Estudios primarios,Ateo,30,2,si,Primera opción,Segunda opción, , ,si,si,no,no,no,no,Compartida,Mujer,Estudios primarios,Ateo,Primera opción,Segunda opción,5,5,Compartida,50-65,45-55
607,18,Mujer,Estudios de Formación Profesional,Agnóstico,28,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Agnóstico,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
608,18,Mujer,Estudios Universitarios,Agnóstico,30,0,si,Tercera opción,Segunda opción,Cuarta opción,Primera opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Agnóstico,Tercera opción,Segunda opción,Cuarta opción,Primera opción,Única,16-20,15-25
609,17,Hombre,Estudios secundarios,Ateo,30,0,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,no,Única,Hombre,Estudios secundarios,Ateo,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Única,16-20,15-25
610,18,Mujer,Estudios de Formación Profesional,Ateo,29,1,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
611,35,Mujer,Estudios de Formación Profesional,Agnóstico,28,2,no,Primera opción, ,Segunda opción,Tercera opción,si,si,si,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Agnóstico,Primera opción,5,Segunda opción,Tercera opción,Compartida,30-40,35-45
612,49,Mujer,Estudios de Formación Profesional,Creyente,30,3,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,40-50,45-55
613,45,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Única,40-50,45-55
614,19,Mujer,Estudios secundarios,Creyente,26,0,si,Tercera opción,Segunda opción,Cuarta opción,Primera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Tercera opción,Segunda opción,Cuarta opción,Primera opción,Compartida,16-20,15-25
615,18,Hombre,Estudios secundarios,Creyente,28,2,si,Primera opción, ,Tercera opción,Segunda opción,si,si,si,no,no,no,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,5,Tercera opción,Segunda opción,Compartida,16-20,15-25
616,51,Hombre,Estudios Universitarios,Creyente,30,4,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,50-65,45-55
617,18,Mujer,Estudios Universitarios,Agnóstico,27,4,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,si,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
618,19,Mujer,Estudios de Formación Profesional,Ateo,27,3,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,Tercera opción,5,Compartida,16-20,15-25
619,57,Hombre,Estudios primarios,Ateo,30,2,si,Tercera opción,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios primarios,Ateo,Tercera opción,Segunda opción,5,Primera opción,Compartida,50-65,55-65
620,18,Mujer,Estudios secundarios,Creyente,28,3,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
621,18,Mujer,Estudios secundarios,Ateo,28,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Única,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Única,16-20,15-25
622,31,Mujer,Estudios de Formación Profesional,Ateo,25,3,no,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,no,si,no,Compartida,Mujer,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,30-40,25-35
623,18,Mujer,Estudios secundarios,Creyente,29,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,no,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
624,28,Mujer,Estudios primarios,Agnóstico,32,1,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios primarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,5,Compartida,25-30,25-35
625,18,Mujer,Estudios secundarios,Ateo,29,3,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
626,30,Mujer,Estudios Universitarios,Agnóstico,33,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,30-40,25-35
